 Air Date; Round; Category; Value; Question; Answer
25/01/2012;Double Jeopardy!;MORE 4 YEARS;$400;"In 2004 Justin Timberlake coined a phrase when he said, ""I am sorry if anyone was offended by"" this at a halftime show";a wardrobe malfunction
25/01/2012;Double Jeopardy!;PLANT SCIENCE;$6,000;This yellow flower of the genus Tagetes is often associated with, but probably not named for, the Virgin Mary;marigold
25/01/2012;Double Jeopardy!;THE BAND IS REALLY COOKING;$800;Killdozer fed us dessert with a cover version of this Don McLean hit;"""American Pie"""
25/01/2012;Double Jeopardy!;"STARTS WITH ""Z""";$800;Get a closeup of Bruno Coumert--he won an Oscar for designing this type of lens;a zoom lens
25/01/2012;Double Jeopardy!;IN THE MAGAZINE;$800;Spy vs. Spy, Steal These Tweets!;Mad
25/01/2012;Double Jeopardy!;PRESIDENTIAL RE-ELECTIONS;$800;"He defeated 2 presidents to win the office originally; in 1916 he beat Charles Evans Hughes to keep his job";Wilson
25/01/2012;Double Jeopardy!;MORE 4 YEARS;$800;1934 was a bad year for bank robbers: John Dillinger was killed in Chicago & this couple went down in a Louisiana police ambush;Bonnie & Clyde
25/01/2012;Double Jeopardy!;PLANT SCIENCE;$1200;"This ""colorful"" house plant, Saintpaulia ionantha, is native to Kenya & Tanzania";a violet
25/01/2012;Double Jeopardy!;THE BAND IS REALLY COOKING;$1200;"In a No. 1 country hit, the Zac Brown Band sings, ""You know I like my chicken"" cooked this way";"""Fried"""
25/01/2012;Double Jeopardy!;"STARTS WITH ""Z""";$1200;If I weren't called Alex, my name might have been shortened to this, also a European fish;zander
25/01/2012;Double Jeopardy!;IN THE MAGAZINE;$1200;100 Best Companies to Work For, Investor Interview;Fortune
25/01/2012;Double Jeopardy!;PRESIDENTIAL RE-ELECTIONS;$1200;Nixon was the one in '72, & with only 78,000 votes, this People's Party candidate, author & pediatrician was not;(Benjamin) Spock
25/01/2012;Double Jeopardy!;MORE 4 YEARS;$1200;This Dickens book about relatives Martin (good) & Jonas (bad) was published in 1844;Martin Chuzzlewit
25/01/2012;Double Jeopardy!;PLANT SCIENCE;$1600;Also called manioc, this starchy South American tuber comes in bitter & sweet varieties;cassava (yuca accepted)
25/01/2012;Double Jeopardy!;THE BAND IS REALLY COOKING;$1600;"Booker T. & the MG's gave their tuna salad some color & flavor with <a href=""http://www.j-archive.com/media/2012-01-25_DJ_26.mp3"">this</a> tune";"""Green Onions"""
25/01/2012;Double Jeopardy!;"STARTS WITH ""Z""";$1600;The west wind, or any gentle wind;Zephyr
25/01/2012;Double Jeopardy!;IN THE MAGAZINE;$1600;Feline Groupie, Potty Anxiety;Cat Fancy
25/01/2012;Double Jeopardy!;PRESIDENTIAL RE-ELECTIONS;$1600;This man's 87% of the vote in Mississippi couldn't stop LBJ from returning to the Oval Office;(Barry) Goldwater
25/01/2012;Double Jeopardy!;MORE 4 YEARS;$2,200;"On Nov. 17, 1734 journalist John Peter Zenger was arrested for this; a landmark freedom of the press case ensued";libel
25/01/2012;Double Jeopardy!;PLANT SCIENCE;$2000;"This term refers to plants that have flowers; it comes from 2 Greek words for ""receptacle"" & ""seed""";angiosperm
25/01/2012;Double Jeopardy!;THE BAND IS REALLY COOKING;$2000;In a seafood mood, Squeeze was pulling these from the shell;mussels
25/01/2012;Double Jeopardy!;"STARTS WITH ""Z""";$2000;"(<a href=""http://www.j-archive.com/media/2012-01-25_DJ_13.jpg"" target=""_blank"">Jimmy of the Clue Crew reports from Israel.</a>)  In the 1st century A.D., these Jews fiercely opposed Roman paganism, and many of them made their last stand here on Masada; today the word means anyone passionately committed";a zealot
25/01/2012;Double Jeopardy!;IN THE MAGAZINE;$2000;This Way In, This Way Out, Man at His Best;Esquire
25/01/2012;Double Jeopardy!;PRESIDENTIAL RE-ELECTIONS;$2000;The U.S. granted U.S. Grant a second term & said go west, old man to this runner-up;Horace Greeley
25/01/2012;Double Jeopardy!;MORE 4 YEARS;$2000;This Austrian city hosted the Winter Olympics in 1964 (& again in 1976);Innsbruck
25/01/2012;Final Jeopardy!;INTERNATIONAL SPORTS STARS;None;In 2002 his No. 10 jersey from the 1970 World Cup finals sold at auction for a record $220,850;Pelé
06/01/2012;Jeopardy!;NEW MEXICO;$200;New Mexico's largest city, it was named for a viceroy of New Spain;Alburquerque
06/01/2012;Jeopardy!;SNAKES... WHY'D IT HAVE TO BE SNAKES?;$200;"Holy jumpin' cats!  <a href=""http://www.j-archive.com/media/2012-01-06_J_11.jpg"" target=""_blank"">Here</a>'s an African sand cat squaring off with a sand viper in this 3-million-square-mile sandpile";the Sahara
06/01/2012;Jeopardy!;DIRECTED & STARRED IN;$200;"""Yentl""";Barbara Streisand
06/01/2012;Jeopardy!;FORM LETTERS;$200;The simplest version of IRS Form 1040 adds these 2 letters;E-Z
06/01/2012;Jeopardy!;"I WANT MY ""BABY"" BACK, ""BABY"" BACK";$200;A small piano about 5 feet long;a baby grand
06/01/2012;Jeopardy!;RIBS;$200;In Genesis he wakes up to find himself minus one rib but plus one female;Adam
06/01/2012;Jeopardy!;NEW MEXICO;$400;"The animal seen <a href=""http://www.j-archive.com/media/2012-01-06_J_17.jpg"" target=""_blank"">here</a> was rescued in New Mexico's capitan mountains & became the living symbol of <a href=""http://www.j-archive.com/media/2012-01-06_J_17a.jpg"" target=""_blank"">this</a> mascot";Smokey the Bear
06/01/2012;Jeopardy!;SNAKES... WHY'D IT HAVE TO BE SNAKES?;$400;"<a href=""http://www.j-archive.com/media/2012-01-06_J_12.jpg"" target=""_blank"">Sibon annulata</a>, named for preying on these very slow movers, lives in central America, not France";snails
06/01/2012;Jeopardy!;DIRECTED & STARRED IN;$400;"""Easy Rider""";Dennis Hopper
06/01/2012;Jeopardy!;FORM LETTERS;$400;To get the 411, submit an eFOIA (Freedom of Information Act) form to this Justice Dept. main investigative body;the FBI
06/01/2012;Jeopardy!;"I WANT MY ""BABY"" BACK, ""BABY"" BACK";$400;Louise Brown's arrival in 1978 made her the first successful one of these in vitro creations;a test tube baby
06/01/2012;Jeopardy!;RIBS;$400;In architecture a ribbed ceiling with arches is called one of these, like a room in a bank;vaulted
06/01/2012;Jeopardy!;NEW MEXICO;$600;In 1942 this comparatively isolated New Mexico place was chosen for an atomic research lab;Los Alamos
06/01/2012;Jeopardy!;SNAKES... WHY'D IT HAVE TO BE SNAKES?;$600;"The modern-day Rikki-Tikki-Tavis <a href=""http://www.j-archive.com/media/2012-01-06_J_13.jpg"" target=""_blank"">here</a> are watching one of <a href=""http://www.j-archive.com/media/2012-01-06_J_13a.jpg"" target=""_blank"">these</a> snakes emerging from a hole";a cobra
06/01/2012;Jeopardy!;DIRECTED & STARRED IN;$600;"2010's ""The Town""";Ben Affleck
06/01/2012;Jeopardy!;FORM LETTERS;$600;In form VA4962, Verification of Eligibility for Burial in a National Cemetery, VA is this Cabinet department;Veterans Affairs
06/01/2012;Jeopardy!;"I WANT MY ""BABY"" BACK, ""BABY"" BACK";$600;In 2007 the first of these, born 1 second after midnight January 1, 1946, filed for social security;a Baby Boomer
06/01/2012;Jeopardy!;RIBS;$600;This cotton fabric with vertical raised ribs comes in wide wale & pinwale varieties;corduroy
06/01/2012;Jeopardy!;NEW MEXICO;$800;"Lilian Whiting used this phrase as the title of a 1906 book; it became New Mexico's official state nickname in 1999";"""Land of Enchantment"""
06/01/2012;Jeopardy!;SNAKES... WHY'D IT HAVE TO BE SNAKES?;$800;"You can tell by its <a href=""http://www.j-archive.com/media/2012-01-06_J_19a.jpg"" target=""_blank"">stripes</a> that the deadly Australian snake <a href=""http://www.j-archive.com/media/2012-01-06_J_19.jpg"" target=""_blank"">here</a> is named for this big cat";a tiger
06/01/2012;Jeopardy!;DIRECTED & STARRED IN;$800;"""The Horse Whisperer""";Robert Redford
06/01/2012;Jeopardy!;FORM LETTERS;$800;302-AM is an application for a broadcast station license with this agency;the FCC
06/01/2012;Jeopardy!;"I WANT MY ""BABY"" BACK, ""BABY"" BACK";$800;"At diapers.com power outlet covers are listed among the ""essentials"" for this activity";babyproofing
06/01/2012;Jeopardy!;RIBS;$800;"(<a href=""http://www.j-archive.com/media/2012-01-06_J_24.jpg"" target=""_blank"">Jimmy of the Clue Crew shows an anatomical animation on the monitor.</a>)  The lowest two pairs of <a href=""http://www.j-archive.com/media/2012-01-06_J_24a.jpg"" target=""_blank"">ribs</a> in humans are known by this suspended adjective, as they don't attach in the front";floating
06/01/2012;Jeopardy!;NEW MEXICO;$2,300;Most of what is now New Mexico was ceded to the U.S. in 1848 through this treaty that ended the Mexican War;the Treaty of Guadalupe Hidalgo
06/01/2012;Jeopardy!;SNAKES... WHY'D IT HAVE TO BE SNAKES?;$1000;"The prominent <a href=""http://www.j-archive.com/media/2012-01-06_J_20a.jpg"" target=""_blank"">horn</a> on the nose shows why <a href=""http://www.j-archive.com/media/2012-01-06_J_20.jpg"" target=""_blank"">Bitis nasicornis</a> is also known as this viper, after another African animal";a rhinoceros
06/01/2012;Jeopardy!;DIRECTED & STARRED IN;$1000;"""Throw Momma From The Train""";(Danny) DeVito
06/01/2012;Jeopardy!;FORM LETTERS;$1000;These 3 letters refer to a Cabinet department & precede 30106 in a sample move in/move out inspection form;H.U.D.
06/01/2012;Jeopardy!;"I WANT MY ""BABY"" BACK, ""BABY"" BACK";$1000;"<a href=""http://www.j-archive.com/media/2012-01-06_J_10.jpg"" target=""_blank"">This</a> youthful fellow had a bad run-in with the authorities in 1934";Baby Face Nelson
06/01/2012;Jeopardy!;RIBS;$1000;"The ribs of a boat's frame, they're ""shiver""ed in a salty expression";timbers
06/01/2012;Double Jeopardy!;WRITE NOW!;$400;As the story goes, this poem was written on December 24, 1822 on the way home with a turkey for dinner;'Twas The Night Before Christmas (A Visit From St. Nicholas)
06/01/2012;Double Jeopardy!;GAME DESCRIPTIONS;$400;"Send a one-hopper home to get the guy who tagged up; shoot it around the horn";baseball
06/01/2012;Double Jeopardy!;MUSIC APPRECIATION;$400;This Italian term for the deepest male voice range can precede profundo or continuo;basso
06/01/2012;Double Jeopardy!;ON A FIRST-NAME BASIS;$400;Though spelled differently, it's the real first name of Diddy & Jay-Z;Shawn
06/01/2012;Double Jeopardy!;THE TIMES THEY ARE A-CHANGIN';$400;Thousands have died in this country's 2011 uprising against the Assad regime;Syria
06/01/2012;Double Jeopardy!;ANAGRAMMAR;$400;"""He"" is one: poor nun";a pronoun
06/01/2012;Double Jeopardy!;WRITE NOW!;$800;"H. Rider Haggard is said to have penned ""King Solomon's"" these in a little over a month to back up a boast he'd made";Mines
06/01/2012;Double Jeopardy!;GAME DESCRIPTIONS;$800;In a Namco game, eat fruit, dodge ghosts, get the hungry gal around the maze;Ms. Pac-man
06/01/2012;Double Jeopardy!;MUSIC APPRECIATION;$800;"It's the time signature of the Chopin piece heard <a href=""http://www.j-archive.com/media/2012-01-06_DJ_12.mp3"">here</a>; listen to the left hand";3/4
06/01/2012;Double Jeopardy!;ON A FIRST-NAME BASIS;$800;Like late actor Nielsen, Gerald Ford had this given first name;Leslie
06/01/2012;Double Jeopardy!;THE TIMES THEY ARE A-CHANGIN';$800;In 2011 the New York Times it was a-changin' as Jill Abramson became its first female executive this;editor
06/01/2012;Double Jeopardy!;ANAGRAMMAR;$800;"""Hasn't"" is one: iron contact";a contraction
06/01/2012;Double Jeopardy!;WRITE NOW!;$1200;"He wrote ""The Kandy-Kolored Tangerine-Flake Streamline Baby"" in one night for Esquire magazine";Tom Wolfe
06/01/2012;Double Jeopardy!;GAME DESCRIPTIONS;$1200;"Clear the zone; stay out of the crease when trying to score on the power play";hockey
06/01/2012;Double Jeopardy!;MUSIC APPRECIATION;$1200;In 1990, on this composer's 150th birthday, Itzhak Perlman was fiddling away in Russia in his honor;Tchaikovsky
06/01/2012;Double Jeopardy!;ON A FIRST-NAME BASIS;$1200;Telly Savalas may not have had Mr. Onassis' money, but he did share this intellectual first name;Aristotle
06/01/2012;Double Jeopardy!;THE TIMES THEY ARE A-CHANGIN';$1200;"A hunger strike by Anna Hazare forced India's govt. to agree to this type of ""man"" investigating corruption";an ombudsman
06/01/2012;Double Jeopardy!;ANAGRAMMAR;$1200;Surrounding words that give meaning: next cot;context
06/01/2012;Double Jeopardy!;WRITE NOW!;$2,500;For a magazine story, this author of westerns once did his day's writing on a traffic island on Sunset Blvd.;Louis L'Amour
06/01/2012;Double Jeopardy!;GAME DESCRIPTIONS;$1600;"Roll dice & try to get your 15 counters off the board before the other guy; watch out for doubling";backgammon
06/01/2012;Double Jeopardy!;MUSIC APPRECIATION;$1600;"The name of this instrument consisting of steel bars on a frame is from the German for ""play of bells""";glockenspiel
06/01/2012;Double Jeopardy!;ON A FIRST-NAME BASIS;$1600;In Spanish please, it's the real first name of Chuck Norris & Charlie Sheen;Carlos
06/01/2012;Double Jeopardy!;THE TIMES THEY ARE A-CHANGIN';$1600;This country's leader tried to squash rumors of his ill health with tweets from his account @chavezcandanga;Venezuela
06/01/2012;Double Jeopardy!;ANAGRAMMAR;$1600;Misplaced or not, it adds meaning: if do re mi;a modifier
06/01/2012;Double Jeopardy!;WRITE NOW!;$2000;"Unable to sleep, Longfellow knocked out ""The Wreck Of"" this ship between midnight & 3 A.M.";the Hesperus
06/01/2012;Double Jeopardy!;GAME DESCRIPTIONS;$2000;"As Master Chief, shoot at the Covenant, massacre the flood; rinse, repeat";Halo
06/01/2012;Double Jeopardy!;MUSIC APPRECIATION;$2000;In 1888 John Philip Sousa wrote this march that later became the official march of the Marine Corps;Semper Fideles
06/01/2012;Double Jeopardy!;ON A FIRST-NAME BASIS;$2,600;"Paul McCartney's real first name; he shares it with 2 apostles";James
06/01/2012;Double Jeopardy!;THE TIMES THEY ARE A-CHANGIN';$2000;"In 2011 the Kimberly Process regulating these ""sanguine"" items allowed Zimbabwe to sell certain gems";blood diamonds
06/01/2012;Double Jeopardy!;ANAGRAMMAR;$2000;"""Highest"" is one example: elusive trap";a superlative
06/01/2012;Final Jeopardy!;ANCIENT WEIGHTS & MEASURES;None;"The Hebrew word for this Biblical unit of measurement is Ammah, aptly meaning ""elbow"" or ""forearm""";a cubit
17/01/2012;Jeopardy!;AVIATION FIRSTS;$200;In 1909 Louis Bleriot became the first person to fly a plane across this body of water between the U.K. & France;the English Channel
17/01/2012;Jeopardy!;STATE SONGS;$200;"""They say home is where the heart is, these green mountains are my home""";Vermont
17/01/2012;Jeopardy!;"YOU MIGHT ""B"" HUNGRY";$200;Einstein Bros & Noah's are chains that specialize in these round breakfast items--do you want some shmear?;bagels
17/01/2012;Jeopardy!;MUHAMMAD ALI AT 70;$200;Future heavyweight Muhammad Ali was born in Louisville Jan, 17, 1942 & named this;Cassius (Marcellus) Clay
17/01/2012;Jeopardy!;ORDINALLY SPEAKING;$200;This avenue is the historic main street of Manhattan's garment district;7th Avenue
17/01/2012;Jeopardy!;NORMAN INVASION;$200;"He produced the TV shows ""All in the Family"", ""Maude"" & ""The Jeffersons"", among others";Norman Lear
17/01/2012;Jeopardy!;AVIATION FIRSTS;$400;Beginning in the 1910s, DELAG, the world's first airline, offered service in Germany aboard this type of airship;a Zeppelin
17/01/2012;Jeopardy!;STATE SONGS;$400;"""Grand old badger state!""";Wisconsin
17/01/2012;Jeopardy!;"YOU MIGHT ""B"" HUNGRY";$400;In 1923 a California horticulturist created this by crossing a loganberry, a raspberry & a blackberry;a boysenberry
17/01/2012;Jeopardy!;MUHAMMAD ALI AT 70;$400;Ali won a light heavyweight boxing gold medal at the 1960 Summer Olympics in this European capital;Rome
17/01/2012;Jeopardy!;ORDINALLY SPEAKING;$400;It's the imaginary barrier separating the audience from the performers on stage during a play;the fourth wall
17/01/2012;Jeopardy!;NORMAN INVASION;$400;Named for a Santa Fe railway surveyor, the city of Norman is home to the university of this state;Oklahoma
17/01/2012;Jeopardy!;STATE SONGS;$600;"""She has her Black Hills, and mines with gold so rare, and with her scenery, no other state can compare""";South Dakota
17/01/2012;Jeopardy!;"YOU MIGHT ""B"" HUNGRY";$600;The color of this large cherry ranges from a deep garnet to almost black;Bing cherry
17/01/2012;Jeopardy!;MUHAMMAD ALI AT 70;$600;Ali first took the heavyweight title with a 1964 upset win over this man;Sonny Liston
17/01/2012;Jeopardy!;ORDINALLY SPEAKING;$600;This term for an eerie power of perception is so called because it goes beyond sight, hearing & their 3 pals;a sixth sense
17/01/2012;Jeopardy!;NORMAN INVASION;$600;"<a href=""http://www.j-archive.com/media/2012-01-17_J_14.jpg"" target=""_blank"">He</a> commanded the ground forces in the 1983 invasion of Grenada, and later commanded respect as a Jeopardy! champ";(Norman) Schwarzkopf
17/01/2012;Jeopardy!;STATE SONGS;$800;"""On the record of thy years, Abraham Lincoln's name appears, Grant and Logan, and our tears""";Illinois
17/01/2012;Jeopardy!;"YOU MIGHT ""B"" HUNGRY";$800;This German sausage made of pork & veal is seasoned with a variety of spices including ginger, nutmeg & coriander;bratwurst
17/01/2012;Jeopardy!;MUHAMMAD ALI AT 70;$800;"In 2011 Ali said of this man, ""the world has lost a great champion""; he had less kind things to say in the '70s";(Joe) Frazier
17/01/2012;Jeopardy!;ORDINALLY SPEAKING;$1,000;It's the lowest rank of commissioned officer in the U.S. Army or Marines;Second Lieutenant
17/01/2012;Jeopardy!;NORMAN INVASION;$800;"In 1890 British architect Norman Shaw designed the police headquarters known as ""New"" this";Scotland Yard
17/01/2012;Jeopardy!;STATE SONGS;$1000;"""Oh the moonlight's fair tonight along the Wabash""";Indiana
17/01/2012;Jeopardy!;"YOU MIGHT ""B"" HUNGRY";$1000;"This 9-letter French sauce is served with meat, fish & vegetables; the yolk's on you!";Béarnaise
17/01/2012;Jeopardy!;MUHAMMAD ALI AT 70;$1000;"For 8 years this actor insisted he wasn't up to playing Ali, but in the end Ali said, ""I even thought he was me""";Will Smith
17/01/2012;Jeopardy!;ORDINALLY SPEAKING;$1000;Joining the ranks of the Pyramids & the Pharos of Alexandria, King Kong was dubbed this on film;the eighth wonder of the world
17/01/2012;Jeopardy!;NORMAN INVASION;$1000;"In 1969 <a href=""http://www.j-archive.com/media/2012-01-17_J_25.jpg"" target=""_blank"">this</a> author and New Journalist failed in his bid to become Mayor of New York City";(Norman) Mailer
17/01/2012;Double Jeopardy!;NORWAY'S CULTURE & HISTORY;$400;"(<a href=""http://www.j-archive.com/media/2012-01-17_DJ_22.jpg"" target=""_blank"">Sarah of the Clue Crew sits at a kitchen table in Oslo, Norway.</a>)  A trip to Norway wouldn't be complete without sampling lefse, the potato staple that folk legends say was given to slain warriors of this hall, to fortify them for battle";Valhalla
17/01/2012;Double Jeopardy!;LEGAL MATTERS;$400;"From the Latin latro, ""robber"", it's the nonviolent crime of stealing personal property, like money";larceny
17/01/2012;Double Jeopardy!;I PLAYED A DOCTOR & SOME OTHER GUY ON TV;$400;Dr. Doogie Howser & Ethan Burdick;Neil Patrick Harris
17/01/2012;Double Jeopardy!;CLASSICAL MUSIC;$400;One of the most common chamber groups, the string quartet consists of 2 violins, a viola & this instrument;a cello
17/01/2012;Double Jeopardy!;POSSESSIVE BOOK TITLES;$400;"Douglas Adams: ""The ____'s Guide to the Galaxy""";Hitchhiker's
17/01/2012;Double Jeopardy!;"""TRI"" TIPS";$400;To cut into thirds;trisect
17/01/2012;Double Jeopardy!;NORWAY'S CULTURE & HISTORY;$800;"(<a href=""http://www.j-archive.com/media/2012-01-17_DJ_23.jpg"" target=""_blank"">Sarah of the Clue Crew stands in front of a large house at the Norsk Folkemuseum in Oslo, Norway.</a>) About 30 stave churches from the 12th and 13th century still stand here in Norway. The four corner posts, or staves, may represent these first four books of the New Testament";Matthew, Mark, Luke, and John
17/01/2012;Double Jeopardy!;LEGAL MATTERS;$2,000;Often issued in time of war, this order prohibits ships or goods from leaving a port;an embargo
17/01/2012;Double Jeopardy!;I PLAYED A DOCTOR & SOME OTHER GUY ON TV;$800;Dr. Derek Shepherd & Aaron Brooks;(Patrick) Dempsey
17/01/2012;Double Jeopardy!;CLASSICAL MUSIC;$800;"The piece heard <a href=""http://www.j-archive.com/media/2012-01-17_DJ_11.mp3"">here</a> from this Handel work is called ""Alla Hornpipe""--everybody dance!";Water Music
17/01/2012;Double Jeopardy!;POSSESSIVE BOOK TITLES;$800;"Kurt Vonnegut: ""___'s Cradle""";Cat's
17/01/2012;Double Jeopardy!;"""TRI"" TIPS";$800;"He's the comical canine seen <a href=""http://www.j-archive.com/media/2012-01-17_DJ_16.jpg"" target=""_blank"">here</a>";Triumph (the Insult Comic Dog)
17/01/2012;Double Jeopardy!;NORWAY'S CULTURE & HISTORY;$1200;"(<a href=""http://www.j-archive.com/media/2012-01-17_DJ_24.jpg"" target=""_blank"">Sarah of the Clue Crew stands before a tall sculpture in the Vigelund Sculpture Garden in Oslo, Norway.</a>) The centerpiece of Oslo's Vigelund Sculpture Garden is a 57-foot <a href=""http://www.j-archive.com/media/2012-01-17_DJ_24a.jpg"" target=""_blank"">tower</a> depicting intertwined human figures reaching to the heavens; it's known as this, from Latin for made from a single stone";a monolith
17/01/2012;Double Jeopardy!;LEGAL MATTERS;$1200;In 2010 Ahmed Ghailani became the first person tried in federal court after being held at this location;Guantanamo Bay
17/01/2012;Double Jeopardy!;I PLAYED A DOCTOR & SOME OTHER GUY ON TV;$1200;Dr. Doug Ross & Chic Chesbro;George Clooney
17/01/2012;Double Jeopardy!;CLASSICAL MUSIC;$5,000;Around 600 A.D. the first pope named this collected & organized the chants used in church services;Gregory
17/01/2012;Double Jeopardy!;POSSESSIVE BOOK TITLES;$1200;"Philip Roth: ""____'s Complaint""";Portnoy
17/01/2012;Double Jeopardy!;"""TRI"" TIPS";$1200;Originally this word for a camera stand was the seat of the priestess of the Oracle at Delphi;tripod
17/01/2012;Double Jeopardy!;NORWAY'S CULTURE & HISTORY;$1600;"(<a href=""http://www.j-archive.com/media/2012-01-17_DJ_25.jpg"" target=""_blank"">Sarah of the Clue Crew stands in front of the Royal Palace in Oslo, Norway.</a>) King Harald V lives here, in Norway's Royal Palace. He and his second cousin, England's Queen Elizabeth, are both great-grandchildren of this British king, who ruled from 1901 to 1910.";Edward VII
17/01/2012;Double Jeopardy!;LEGAL MATTERS;$1600;"This ""General"", not the Attorney General, represents the United States in cases before the Supreme Court";the Solicitor General
17/01/2012;Double Jeopardy!;I PLAYED A DOCTOR & SOME OTHER GUY ON TV;$1600;Quincy, M.E. & Oscar Madison;Jack Klugman
17/01/2012;Double Jeopardy!;CLASSICAL MUSIC;$1600;In 1981 this maestro from India was made music director for life of the Israel Philharmonic;(Zubin) Mehta
17/01/2012;Double Jeopardy!;POSSESSIVE BOOK TITLES;$1600;"Umberto Eco: ""____'s Pendulum""";Foucault
17/01/2012;Double Jeopardy!;"""TRI"" TIPS";$1600;Canal Street is the northern border of this Manhattan area;Tribeca
17/01/2012;Double Jeopardy!;NORWAY'S CULTURE & HISTORY;$2000;"(<a href=""http://www.j-archive.com/media/2012-01-17_DJ_26.jpg"" target=""_blank"">Sarah of the Clue Crew shows us a sod home at the Norsk Folkemuseum in Oslo, Norway.</a>) These people, also called Lapps, built turf or sod homes, called gammer that lasted thirty years or more in harsh conditions";Sami
17/01/2012;Double Jeopardy!;LEGAL MATTERS;$2000;"The 1896 case of Homer Plessy v. this judge set the precedent of ""separate but equal"" facilities";Ferguson
17/01/2012;Double Jeopardy!;I PLAYED A DOCTOR & SOME OTHER GUY ON TV;$2000;"Marcus Welby & Jim Anderson (the ""Father"" who ""Knows Best"")";Robert Young
17/01/2012;Double Jeopardy!;CLASSICAL MUSIC;$2000;"This composer of Armenian heritage is best known for the ""Sabre Dance"" from his ballet ""Gayane""";(Aram) Khachaturian
17/01/2012;Double Jeopardy!;POSSESSIVE BOOK TITLES;$2000;"Kim Edwards: ""The ____ ____'s Daughter"" (2005)";The Memory Keeper's Daughter
17/01/2012;Double Jeopardy!;"""TRI"" TIPS";$2000;This was an ancient Roman warship with multiple tiers of oars;a trireme
17/01/2012;Final Jeopardy!;U.S. POPULATION;None;Between 2000 & 2010 these 2 states that border each other led the nation in highest percentage of population increase, 35% & 25%;Arizona and Nevada
